timestamp	architecture	data_dir	dataset	hostname	modality	model_path	o	settings	split	virtual_env	w	npy_file
1593916423.4837098	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	phong	rhythm	../log/1593832201.9653952/checkpoints/model_best_rhythm_split_3.pth.tar	NPYS/	../datasets/settings_earlystop/	3	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1593916423.4837098/hmdb51_rhythm_inception_v3_s3.npy
1594384370.8727965	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	prim	flow	../log/1594348423.808583/checkpoints/model_best_flow_split_1.pth.tar	NPYS/	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1594384370.8727965/hmdb51_flow_inception_v3_s1.npy
1593623477.5765593	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	prim	rhythm	../log/1593543249.0078967/checkpoints/model_best_rhythm_split_1.pth.tar	NPYS/	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1593623477.5765593/hmdb51_rhythm_inception_v3_s1.npy
1593621990.2010984	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	prim	rgb	../log/1593543578.7071877/checkpoints/model_best_rgb2_split_1.pth.tar	NPYS	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1593621990.2010984/ucf101_rgb_inception_v3_s1.npy
1593651800.104951	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	bezier	rgb	../log/1593544215.4277725/checkpoints/model_best_rgb2_split_1.pth.tar	NPYS	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1593651800.104951/hmdb51_rgb_inception_v3_s1.npy
1594528162.7127056	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	voronoi	rgb	../log/1594442319.1798797/checkpoints/model_best_rgb2_split_3.pth.tar	NPYS	../datasets/settings_earlystop/	3	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1594528162.7127056/ucf101_rgb_inception_v3_s3.npy
1594355111.670838	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	bezier	rhythm	../log/1594332806.8735263/checkpoints/model_best_rhythm_split_1.pth.tar	NPYS/	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1594355111.670838/hmdb51_rhythm_inception_v3_s1.npy
1593661622.8446941	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	bezier	flow	../log/1593547968.1252046/checkpoints/model_best_flow_split_1.pth.tar	NPYS/	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1593661622.8446941/ucf101_flow_inception_v3_s1.npy
1593993145.2747655	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	prim	flow	../log/1593895311.0357978/checkpoints/model_best_flow_split_2.pth.tar	NPYS/	../datasets/settings_earlystop/	2	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1593993145.2747655/ucf101_flow_inception_v3_s2.npy
1594488660.1382143	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	phong	rgb	../log/1594442319.1798797/checkpoints/model_best_rgb2_split_3.pth.tar	NPYS	../datasets/settings_earlystop/	3	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1594488660.1382143/ucf101_rgb_inception_v3_s3.npy
1593944372.6974711	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	voronoi	rhythm	../log/1593830514.5731301/checkpoints/model_best_rhythm_split_3.pth.tar	NPYS	../datasets/settings_earlystop/	3	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1593944372.6974711/ucf101_rhythm_inception_v3_s3.npy
1593916236.4716144	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	prim	rhythm	../log/1593830514.5731301/checkpoints/model_best_rhythm_split_3.pth.tar	NPYS	../datasets/settings_earlystop/	3	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1593916236.4716144/ucf101_rhythm_inception_v3_s3.npy
1594642694.576184	inception_v3	/home/Datasets/UCF-101-OF_CPU	ucf101	voronoi	flow	../log/1593894358.2483032/checkpoints/model_best_flow_split_3.pth.tar	NPYS/	../datasets/settings_earlystop/	3	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1594642694.576184/ucf101_flow_inception_v3_s3.npy
1594384225.8914752	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	prim	rgb	../log/1594347389.637262/checkpoints/model_best_rgb2_split_1.pth.tar	NPYS	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1594384225.8914752/ucf101_rgb_inception_v3_s1.npy
1593562222.21443	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	prim	rgb	../log/1593544215.4277725/checkpoints/model_best_rgb2_split_1.pth.tar	NPYS/	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1593562222.21443/hmdb51_rgb_inception_v3_s1.npy
1594489650.5670605	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	prim	rgb	../log/1594442151.3412776/checkpoints/model_best_rgb2_split_2.pth.tar	NPYS	../datasets/settings_earlystop/	2	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1594489650.5670605/ucf101_rgb_inception_v3_s2.npy
1593917231.7794223	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	prim	rgb	../log/1593840762.040813/checkpoints/model_best_rgb2_split_3.pth.tar	NPYS	../datasets/settings_earlystop/	3	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1593917231.7794223/hmdb51_rgb_inception_v3_s3.npy
1594382100.4190998	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	prim	flow	../log/1594348423.808583/checkpoints/model_best_flow_split_1.pth.tar	NPYS/	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1594382100.4190998/hmdb51_flow_inception_v3_s1.npy
1594489057.6102524	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	phong	flow	../log/1594446354.128302/checkpoints/model_best_flow_split_2.pth.tar	NPYS/	../datasets/settings_earlystop/	2	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1594489057.6102524/hmdb51_flow_inception_v3_s2.npy
1594608703.370671	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	prim	flow	../log/1594446354.128302/checkpoints/model_best_flow_split_2.pth.tar	NPYS/	../datasets/settings_earlystop/	2	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1594608703.370671/hmdb51_flow_inception_v3_s2.npy
1593559473.2116444	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	prim	rhythm	../log/1593543249.0078967/checkpoints/model_best_rhythm_split_1.pth.tar	NPYS/	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1593559473.2116444/hmdb51_rhythm_inception_v3_s1.npy
1594608819.5845287	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	voronoi	flow	../log/1594447261.3803627/checkpoints/model_best_flow_split_3.pth.tar	NPYS/	../datasets/settings_earlystop/	3	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1594608819.5845287/ucf101_flow_inception_v3_s3.npy
1593937477.9411242	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	phong	flow	../log/1593894398.8085139/checkpoints/model_best_flow_split_3.pth.tar	NPYS/	../datasets/settings_earlystop/	3	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1593937477.9411242/hmdb51_flow_inception_v3_s3.npy
1593940916.9126217	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	voronoi	rhythm	../log/1593830184.3890243/checkpoints/model_best_rhythm_split_2.pth.tar	NPYS/	../datasets/settings_earlystop/	2	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1593940916.9126217/hmdb51_rhythm_inception_v3_s2.npy
1594607610.4437823	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	voronoi	rgb	../log/1594442688.716026/checkpoints/model_best_rgb2_split_3.pth.tar	NPYS	../datasets/settings_earlystop/	3	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1594607610.4437823/hmdb51_rgb_inception_v3_s3.npy
1594615697.353618	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	prim	flow	../log/1594527126.6691213/checkpoints/model_best_flow_split_3.pth.tar	NPYS/	../datasets/settings_earlystop/	3	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1594615697.353618/hmdb51_flow_inception_v3_s3.npy
1593993271.2409515	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	prim	flow	../log/1593895349.772952/checkpoints/model_best_flow_split_2.pth.tar	NPYS/	../datasets/settings_earlystop/	2	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1593993271.2409515/hmdb51_flow_inception_v3_s2.npy
1594607175.0887136	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	phong	flow	../log/1594527126.6691213/checkpoints/model_best_flow_split_3.pth.tar	NPYS/	../datasets/settings_earlystop/	3	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1594607175.0887136/hmdb51_flow_inception_v3_s3.npy
1594355729.4978993	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	bezier	rhythm	../log/1594332806.8735263/checkpoints/model_best_rhythm_split_1.pth.tar	NPYS/	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1594355729.4978993/hmdb51_rhythm_inception_v3_s1.npy
1593992611.6218164	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	bezier	rgb	../log/1593832736.6275618/checkpoints/model_best_rgb2_split_2.pth.tar	NPYS	../datasets/settings_earlystop/	2	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1593992611.6218164/ucf101_rgb_inception_v3_s2.npy
1594355676.6688569	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	bezier	rhythm	../log/1594334479.1038432/checkpoints/model_best_rhythm_split_1.pth.tar	NPYS	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1594355676.6688569/ucf101_rhythm_inception_v3_s1.npy
1593639027.4892895	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	bezier	rgb	../log/1593543578.7071877/checkpoints/model_best_rgb2_split_1.pth.tar	NPYS	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1593639027.4892895/ucf101_rgb_inception_v3_s1.npy
